cluster number,cluster name,FIPS
2,"Semi-Urban, Mid/Low Socioeconomic Status",22009
4,"Mostly Rural, Mid Socioeconomic Status",22011
2,"Semi-Urban, Mid/Low Socioeconomic Status",22013
1,"Semi-Urban, High Socioeconomic Status",22015
2,"Semi-Urban, Mid/Low Socioeconomic Status",22017
1,"Semi-Urban, High Socioeconomic Status",22019
4,"Mostly Rural, Mid Socioeconomic Status",22021
8,"Rural, High Socioeconomic Status",22023
5,"Rural, Mid/Low Socioeconomic Status",22025
5,"Rural, Mid/Low Socioeconomic Status",22027
2,"Semi-Urban, Mid/Low Socioeconomic Status",22029
2,"Semi-Urban, Mid/Low Socioeconomic Status",22031
2,"Semi-Urban, Mid/Low Socioeconomic Status",22033
2,"Semi-Urban, Mid/Low Socioeconomic Status",22035
5,"Rural, Mid/Low Socioeconomic Status",22037
2,"Semi-Urban, Mid/Low Socioeconomic Status",22039
2,"Semi-Urban, Mid/Low Socioeconomic Status",22041
5,"Rural, Mid/Low Socioeconomic Status",22043
2,"Semi-Urban, Mid/Low Socioeconomic Status",22045
2,"Semi-Urban, Mid/Low Socioeconomic Status",22047
2,"Semi-Urban, Mid/Low Socioeconomic Status",22049
1,"Semi-Urban, High Socioeconomic Status",22051
4,"Mostly Rural, Mid Socioeconomic Status",22053
1,"Semi-Urban, High Socioeconomic Status",22055
1,"Semi-Urban, High Socioeconomic Status",22057
4,"Mostly Rural, Mid Socioeconomic Status",22059
2,"Semi-Urban, Mid/Low Socioeconomic Status",22061
1,"Semi-Urban, High Socioeconomic Status",22063
2,"Semi-Urban, Mid/Low Socioeconomic Status",22065
2,"Semi-Urban, Mid/Low Socioeconomic Status",22067
2,"Semi-Urban, Mid/Low Socioeconomic Status",22069
2,"Semi-Urban, Mid/Low Socioeconomic Status",22071
2,"Semi-Urban, Mid/Low Socioeconomic Status",22073
1,"Semi-Urban, High Socioeconomic Status",22075
2,"Semi-Urban, Mid/Low Socioeconomic Status",22077
2,"Semi-Urban, Mid/Low Socioeconomic Status",22079
2,"Semi-Urban, Mid/Low Socioeconomic Status",22081
2,"Semi-Urban, Mid/Low Socioeconomic Status",22083
4,"Mostly Rural, Mid Socioeconomic Status",22085
1,"Semi-Urban, High Socioeconomic Status",22087
1,"Semi-Urban, High Socioeconomic Status",22089
2,"Semi-Urban, Mid/Low Socioeconomic Status",22091
2,"Semi-Urban, Mid/Low Socioeconomic Status",22093
2,"Semi-Urban, Mid/Low Socioeconomic Status",22095
2,"Semi-Urban, Mid/Low Socioeconomic Status",22097
2,"Semi-Urban, Mid/Low Socioeconomic Status",22099
2,"Semi-Urban, Mid/Low Socioeconomic Status",22101
1,"Semi-Urban, High Socioeconomic Status",22103
2,"Semi-Urban, Mid/Low Socioeconomic Status",22105
2,"Semi-Urban, Mid/Low Socioeconomic Status",22107
1,"Semi-Urban, High Socioeconomic Status",22109
4,"Mostly Rural, Mid Socioeconomic Status",22111
4,"Mostly Rural, Mid Socioeconomic Status",22113
1,"Semi-Urban, High Socioeconomic Status",22115
2,"Semi-Urban, Mid/Low Socioeconomic Status",22117
2,"Semi-Urban, Mid/Low Socioeconomic Status",22119
2,"Semi-Urban, Mid/Low Socioeconomic Status",22121
4,"Mostly Rural, Mid Socioeconomic Status",22123
5,"Rural, Mid/Low Socioeconomic Status",22125
5,"Rural, Mid/Low Socioeconomic Status",22127
1,"Semi-Urban, High Socioeconomic Status",23001
4,"Mostly Rural, Mid Socioeconomic Status",23003
1,"Semi-Urban, High Socioeconomic Status",23005
4,"Mostly Rural, Mid Socioeconomic Status",23007
8,"Rural, High Socioeconomic Status",23009
8,"Rural, High Socioeconomic Status",23011
4,"Mostly Rural, Mid Socioeconomic Status",23013
8,"Rural, High Socioeconomic Status",23015
4,"Mostly Rural, Mid Socioeconomic Status",23017
1,"Semi-Urban, High Socioeconomic Status",23019
4,"Mostly Rural, Mid Socioeconomic Status",23021
8,"Rural, High Socioeconomic Status",23023
4,"Mostly Rural, Mid Socioeconomic Status",23025
8,"Rural, High Socioeconomic Status",23027
4,"Mostly Rural, Mid Socioeconomic Status",23029
8,"Rural, High Socioeconomic Status",23031
1,"Semi-Urban, High Socioeconomic Status",24001
1,"Semi-Urban, High Socioeconomic Status",24003
1,"Semi-Urban, High Socioeconomic Status",24005
1,"Semi-Urban, High Socioeconomic Status",24009
4,"Mostly Rural, Mid Socioeconomic Status",24011
1,"Semi-Urban, High Socioeconomic Status",24013
1,"Semi-Urban, High Socioeconomic Status",24015
1,"Semi-Urban, High Socioeconomic Status",24017
2,"Semi-Urban, Mid/Low Socioeconomic Status",24019
1,"Semi-Urban, High Socioeconomic Status",24021
4,"Mostly Rural, Mid Socioeconomic Status",24023
1,"Semi-Urban, High Socioeconomic Status",24025
6,"Young, Urban, Mid/High Socioeconomic Status",24027
4,"Mostly Rural, Mid Socioeconomic Status",24029
6,"Young, Urban, Mid/High Socioeconomic Status",24031
2,"Semi-Urban, Mid/Low Socioeconomic Status",24033
8,"Rural, High Socioeconomic Status",24035
1,"Semi-Urban, High Socioeconomic Status",24037
2,"Semi-Urban, Mid/Low Socioeconomic Status",24039
8,"Rural, High Socioeconomic Status",24041
1,"Semi-Urban, High Socioeconomic Status",24043
1,"Semi-Urban, High Socioeconomic Status",24045
4,"Mostly Rural, Mid Socioeconomic Status",24047
2,"Semi-Urban, Mid/Low Socioeconomic Status",24510
1,"Semi-Urban, High Socioeconomic Status",25001
1,"Semi-Urban, High Socioeconomic Status",25003
1,"Semi-Urban, High Socioeconomic Status",25005
1,"Semi-Urban, High Socioeconomic Status",25007
1,"Semi-Urban, High Socioeconomic Status",25009
1,"Semi-Urban, High Socioeconomic Status",25011
1,"Semi-Urban, High Socioeconomic Status",25013
1,"Semi-Urban, High Socioeconomic Status",25015
1,"Semi-Urban, High Socioeconomic Status",25017
1,"Semi-Urban, High Socioeconomic Status",25019
1,"Semi-Urban, High Socioeconomic Status",25021
1,"Semi-Urban, High Socioeconomic Status",25023
1,"Semi-Urban, High Socioeconomic Status",25025
1,"Semi-Urban, High Socioeconomic Status",25027
4,"Mostly Rural, Mid Socioeconomic Status",26001
4,"Mostly Rural, Mid Socioeconomic Status",26003
8,"Rural, High Socioeconomic Status",26005
8,"Rural, High Socioeconomic Status",26007
4,"Mostly Rural, Mid Socioeconomic Status",26009
4,"Mostly Rural, Mid Socioeconomic Status",26011
5,"Rural, Mid/Low Socioeconomic Status",26013
8,"Rural, High Socioeconomic Status",26015
1,"Semi-Urban, High Socioeconomic Status",26017
4,"Mostly Rural, Mid Socioeconomic Status",26019
1,"Semi-Urban, High Socioeconomic Status",26021
4,"Mostly Rural, Mid Socioeconomic Status",26023
1,"Semi-Urban, High Socioeconomic Status",26025
4,"Mostly Rural, Mid Socioeconomic Status",26027
4,"Mostly Rural, Mid Socioeconomic Status",26029
4,"Mostly Rural, Mid Socioeconomic Status",26031
5,"Rural, Mid/Low Socioeconomic Status",26033
4,"Mostly Rural, Mid Socioeconomic Status",26035
1,"Semi-Urban, High Socioeconomic Status",26037
4,"Mostly Rural, Mid Socioeconomic Status",26039
4,"Mostly Rural, Mid Socioeconomic Status",26041
8,"Rural, High Socioeconomic Status",26043
1,"Semi-Urban, High Socioeconomic Status",26045
8,"Rural, High Socioeconomic Status",26047
1,"Semi-Urban, High Socioeconomic Status",26049
4,"Mostly Rural, Mid Socioeconomic Status",26051
4,"Mostly Rural, Mid Socioeconomic Status",26053
1,"Semi-Urban, High Socioeconomic Status",26055
4,"Mostly Rural, Mid Socioeconomic Status",26057
4,"Mostly Rural, Mid Socioeconomic Status",26059
1,"Semi-Urban, High Socioeconomic Status",26061
4,"Mostly Rural, Mid Socioeconomic Status",26063
1,"Semi-Urban, High Socioeconomic Status",26065
1,"Semi-Urban, High Socioeconomic Status",26067
4,"Mostly Rural, Mid Socioeconomic Status",26069
4,"Mostly Rural, Mid Socioeconomic Status",26071
1,"Semi-Urban, High Socioeconomic Status",26073
1,"Semi-Urban, High Socioeconomic Status",26075
1,"Semi-Urban, High Socioeconomic Status",26077
4,"Mostly Rural, Mid Socioeconomic Status",26079
1,"Semi-Urban, High Socioeconomic Status",26081
4,"Mostly Rural, Mid Socioeconomic Status",26083
4,"Mostly Rural, Mid Socioeconomic Status",26085
4,"Mostly Rural, Mid Socioeconomic Status",26087
8,"Rural, High Socioeconomic Status",26089
1,"Semi-Urban, High Socioeconomic Status",26091
8,"Rural, High Socioeconomic Status",26093
5,"Rural, Mid/Low Socioeconomic Status",26095
4,"Mostly Rural, Mid Socioeconomic Status",26097
1,"Semi-Urban, High Socioeconomic Status",26099
4,"Mostly Rural, Mid Socioeconomic Status",26101
1,"Semi-Urban, High Socioeconomic Status",26103
8,"Rural, High Socioeconomic Status",26105
1,"Semi-Urban, High Socioeconomic Status",26107
8,"Rural, High Socioeconomic Status",26109
1,"Semi-Urban, High Socioeconomic Status",26111
4,"Mostly Rural, Mid Socioeconomic Status",26113
1,"Semi-Urban, High Socioeconomic Status",26115
4,"Mostly Rural, Mid Socioeconomic Status",26117
4,"Mostly Rural, Mid Socioeconomic Status",26119
1,"Semi-Urban, High Socioeconomic Status",26121
4,"Mostly Rural, Mid Socioeconomic Status",26123
1,"Semi-Urban, High Socioeconomic Status",26125
4,"Mostly Rural, Mid Socioeconomic Status",26127
4,"Mostly Rural, Mid Socioeconomic Status",26129
4,"Mostly Rural, Mid Socioeconomic Status",26131
4,"Mostly Rural, Mid Socioeconomic Status",26133
4,"Mostly Rural, Mid Socioeconomic Status",26135
8,"Rural, High Socioeconomic Status",26137
1,"Semi-Urban, High Socioeconomic Status",26139
4,"Mostly Rural, Mid Socioeconomic Status",26141
4,"Mostly Rural, Mid Socioeconomic Status",26143
1,"Semi-Urban, High Socioeconomic Status",26145
4,"Mostly Rural, Mid Socioeconomic Status",26147
4,"Mostly Rural, Mid Socioeconomic Status",26149
4,"Mostly Rural, Mid Socioeconomic Status",26151
4,"Mostly Rural, Mid Socioeconomic Status",26153
8,"Rural, High Socioeconomic Status",26155
4,"Mostly Rural, Mid Socioeconomic Status",26157
4,"Mostly Rural, Mid Socioeconomic Status",26159
1,"Semi-Urban, High Socioeconomic Status",26161
2,"Semi-Urban, Mid/Low Socioeconomic Status",26163
4,"Mostly Rural, Mid Socioeconomic Status",26165
8,"Rural, High Socioeconomic Status",27001
1,"Semi-Urban, High Socioeconomic Status",27003
8,"Rural, High Socioeconomic Status",27005
1,"Semi-Urban, High Socioeconomic Status",27007
1,"Semi-Urban, High Socioeconomic Status",27009
8,"Rural, High Socioeconomic Status",27011
1,"Semi-Urban, High Socioeconomic Status",27013
8,"Rural, High Socioeconomic Status",27015
8,"Rural, High Socioeconomic Status",27017
1,"Semi-Urban, High Socioeconomic Status",27019
8,"Rural, High Socioeconomic Status",27021
8,"Rural, High Socioeconomic Status",27023
8,"Rural, High Socioeconomic Status",27025
1,"Semi-Urban, High Socioeconomic Status",27027
4,"Mostly Rural, Mid Socioeconomic Status",27029
8,"Rural, High Socioeconomic Status",27031
8,"Rural, High Socioeconomic Status",27033
8,"Rural, High Socioeconomic Status",27035
1,"Semi-Urban, High Socioeconomic Status",27037
8,"Rural, High Socioeconomic Status",27039
8,"Rural, High Socioeconomic Status",27041
8,"Rural, High Socioeconomic Status",27043
8,"Rural, High Socioeconomic Status",27045
8,"Rural, High Socioeconomic Status",27047
8,"Rural, High Socioeconomic Status",27049
8,"Rural, High Socioeconomic Status",27051
1,"Semi-Urban, High Socioeconomic Status",27053
8,"Rural, High Socioeconomic Status",27055
8,"Rural, High Socioeconomic Status",27057
8,"Rural, High Socioeconomic Status",27059
8,"Rural, High Socioeconomic Status",27061
8,"Rural, High Socioeconomic Status",27063
8,"Rural, High Socioeconomic Status",27065
8,"Rural, High Socioeconomic Status",27067
8,"Rural, High Socioeconomic Status",27069
8,"Rural, High Socioeconomic Status",27071
8,"Rural, High Socioeconomic Status",27073
8,"Rural, High Socioeconomic Status",27075
8,"Rural, High Socioeconomic Status",27077
8,"Rural, High Socioeconomic Status",27079
8,"Rural, High Socioeconomic Status",27081
1,"Semi-Urban, High Socioeconomic Status",27083
8,"Rural, High Socioeconomic Status",27085
7,"Rural, American Indian",27087
8,"Rural, High Socioeconomic Status",27089
8,"Rural, High Socioeconomic Status",27091
8,"Rural, High Socioeconomic Status",27093
8,"Rural, High Socioeconomic Status",27095
8,"Rural, High Socioeconomic Status",27097
1,"Semi-Urban, High Socioeconomic Status",27099
8,"Rural, High Socioeconomic Status",27101
1,"Semi-Urban, High Socioeconomic Status",27103
1,"Semi-Urban, High Socioeconomic Status",27105
8,"Rural, High Socioeconomic Status",27107
1,"Semi-Urban, High Socioeconomic Status",27109
8,"Rural, High Socioeconomic Status",27111
1,"Semi-Urban, High Socioeconomic Status",27113
8,"Rural, High Socioeconomic Status",27115
8,"Rural, High Socioeconomic Status",27117
1,"Semi-Urban, High Socioeconomic Status",27119
8,"Rural, High Socioeconomic Status",27121
6,"Young, Urban, Mid/High Socioeconomic Status",27123
8,"Rural, High Socioeconomic Status",27125
8,"Rural, High Socioeconomic Status",27127
8,"Rural, High Socioeconomic Status",27129
1,"Semi-Urban, High Socioeconomic Status",27131
8,"Rural, High Socioeconomic Status",27133
8,"Rural, High Socioeconomic Status",27135
1,"Semi-Urban, High Socioeconomic Status",27137
1,"Semi-Urban, High Socioeconomic Status",27139
1,"Semi-Urban, High Socioeconomic Status",27141
8,"Rural, High Socioeconomic Status",27143
1,"Semi-Urban, High Socioeconomic Status",27145
1,"Semi-Urban, High Socioeconomic Status",27147
1,"Semi-Urban, High Socioeconomic Status",27149
8,"Rural, High Socioeconomic Status",27151
8,"Rural, High Socioeconomic Status",27153
8,"Rural, High Socioeconomic Status",27155
8,"Rural, High Socioeconomic Status",27157
8,"Rural, High Socioeconomic Status",27159
1,"Semi-Urban, High Socioeconomic Status",27161
1,"Semi-Urban, High Socioeconomic Status",27163
4,"Mostly Rural, Mid Socioeconomic Status",27165
8,"Rural, High Socioeconomic Status",27167
1,"Semi-Urban, High Socioeconomic Status",27169
1,"Semi-Urban, High Socioeconomic Status",27171
8,"Rural, High Socioeconomic Status",27173
2,"Semi-Urban, Mid/Low Socioeconomic Status",28001
4,"Mostly Rural, Mid Socioeconomic Status",28003
2,"Semi-Urban, Mid/Low Socioeconomic Status",28005
2,"Semi-Urban, Mid/Low Socioeconomic Status",28007
2,"Semi-Urban, Mid/Low Socioeconomic Status",28009
2,"Semi-Urban, Mid/Low Socioeconomic Status",28011
2,"Semi-Urban, Mid/Low Socioeconomic Status",28013
2,"Semi-Urban, Mid/Low Socioeconomic Status",28015
2,"Semi-Urban, Mid/Low Socioeconomic Status",28017
2,"Semi-Urban, Mid/Low Socioeconomic Status",28019
2,"Semi-Urban, Mid/Low Socioeconomic Status",28021
2,"Semi-Urban, Mid/Low Socioeconomic Status",28023
2,"Semi-Urban, Mid/Low Socioeconomic Status",28025
2,"Semi-Urban, Mid/Low Socioeconomic Status",28027
2,"Semi-Urban, Mid/Low Socioeconomic Status",28029
2,"Semi-Urban, Mid/Low Socioeconomic Status",28031
1,"Semi-Urban, High Socioeconomic Status",28033
2,"Semi-Urban, Mid/Low Socioeconomic Status",28035
4,"Mostly Rural, Mid Socioeconomic Status",28037
4,"Mostly Rural, Mid Socioeconomic Status",28039
5,"Rural, Mid/Low Socioeconomic Status",28041
2,"Semi-Urban, Mid/Low Socioeconomic Status",28043
4,"Mostly Rural, Mid Socioeconomic Status",28045
1,"Semi-Urban, High Socioeconomic Status",28047
2,"Semi-Urban, Mid/Low Socioeconomic Status",28049
2,"Semi-Urban, Mid/Low Socioeconomic Status",28051
2,"Semi-Urban, Mid/Low Socioeconomic Status",28053
5,"Rural, Mid/Low Socioeconomic Status",28055
4,"Mostly Rural, Mid Socioeconomic Status",28057
1,"Semi-Urban, High Socioeconomic Status",28059
2,"Semi-Urban, Mid/Low Socioeconomic Status",28061
2,"Semi-Urban, Mid/Low Socioeconomic Status",28063
2,"Semi-Urban, Mid/Low Socioeconomic Status",28065
2,"Semi-Urban, Mid/Low Socioeconomic Status",28067
2,"Semi-Urban, Mid/Low Socioeconomic Status",28069
1,"Semi-Urban, High Socioeconomic Status",28071
1,"Semi-Urban, High Socioeconomic Status",28073
2,"Semi-Urban, Mid/Low Socioeconomic Status",28075
2,"Semi-Urban, Mid/Low Socioeconomic Status",28077
2,"Semi-Urban, Mid/Low Socioeconomic Status",28079
2,"Semi-Urban, Mid/Low Socioeconomic Status",28081
2,"Semi-Urban, Mid/Low Socioeconomic Status",28083
2,"Semi-Urban, Mid/Low Socioeconomic Status",28085
2,"Semi-Urban, Mid/Low Socioeconomic Status",28087
1,"Semi-Urban, High Socioeconomic Status",28089
2,"Semi-Urban, Mid/Low Socioeconomic Status",28091
2,"Semi-Urban, Mid/Low Socioeconomic Status",28093
2,"Semi-Urban, Mid/Low Socioeconomic Status",28095
2,"Semi-Urban, Mid/Low Socioeconomic Status",28097
2,"Semi-Urban, Mid/Low Socioeconomic Status",28099
2,"Semi-Urban, Mid/Low Socioeconomic Status",28101
2,"Semi-Urban, Mid/Low Socioeconomic Status",28103
2,"Semi-Urban, Mid/Low Socioeconomic Status",28105
2,"Semi-Urban, Mid/Low Socioeconomic Status",28107
4,"Mostly Rural, Mid Socioeconomic Status",28109
4,"Mostly Rural, Mid Socioeconomic Status",28111
2,"Semi-Urban, Mid/Low Socioeconomic Status",28113
4,"Mostly Rural, Mid Socioeconomic Status",28115
4,"Mostly Rural, Mid Socioeconomic Status",28117
2,"Semi-Urban, Mid/Low Socioeconomic Status",28119
1,"Semi-Urban, High Socioeconomic Status",28121
2,"Semi-Urban, Mid/Low Socioeconomic Status",28123
2,"Semi-Urban, Mid/Low Socioeconomic Status",28125
2,"Semi-Urban, Mid/Low Socioeconomic Status",28127
4,"Mostly Rural, Mid Socioeconomic Status",28129
4,"Mostly Rural, Mid Socioeconomic Status",28131
2,"Semi-Urban, Mid/Low Socioeconomic Status",28133
5,"Rural, Mid/Low Socioeconomic Status",28135
2,"Semi-Urban, Mid/Low Socioeconomic Status",28137
4,"Mostly Rural, Mid Socioeconomic Status",28139
4,"Mostly Rural, Mid Socioeconomic Status",28141
2,"Semi-Urban, Mid/Low Socioeconomic Status",28143
4,"Mostly Rural, Mid Socioeconomic Status",28145
2,"Semi-Urban, Mid/Low Socioeconomic Status",28147
2,"Semi-Urban, Mid/Low Socioeconomic Status",28149
2,"Semi-Urban, Mid/Low Socioeconomic Status",28151
2,"Semi-Urban, Mid/Low Socioeconomic Status",28153
4,"Mostly Rural, Mid Socioeconomic Status",28155
2,"Semi-Urban, Mid/Low Socioeconomic Status",28157
2,"Semi-Urban, Mid/Low Socioeconomic Status",28159
2,"Semi-Urban, Mid/Low Socioeconomic Status",28161
2,"Semi-Urban, Mid/Low Socioeconomic Status",28163
1,"Semi-Urban, High Socioeconomic Status",29001
8,"Rural, High Socioeconomic Status",29003
8,"Rural, High Socioeconomic Status",29005
4,"Mostly Rural, Mid Socioeconomic Status",29007
4,"Mostly Rural, Mid Socioeconomic Status",29009
4,"Mostly Rural, Mid Socioeconomic Status",29011
4,"Mostly Rural, Mid Socioeconomic Status",29013
4,"Mostly Rural, Mid Socioeconomic Status",29015
4,"Mostly Rural, Mid Socioeconomic Status",29017
1,"Semi-Urban, High Socioeconomic Status",29019
1,"Semi-Urban, High Socioeconomic Status",29021
4,"Mostly Rural, Mid Socioeconomic Status",29023
4,"Mostly Rural, Mid Socioeconomic Status",29025
1,"Semi-Urban, High Socioeconomic Status",29027
4,"Mostly Rural, Mid Socioeconomic Status",29029
1,"Semi-Urban, High Socioeconomic Status",29031
4,"Mostly Rural, Mid Socioeconomic Status",29033
4,"Mostly Rural, Mid Socioeconomic Status",29035
1,"Semi-Urban, High Socioeconomic Status",29037
4,"Mostly Rural, Mid Socioeconomic Status",29039
4,"Mostly Rural, Mid Socioeconomic Status",29041
8,"Rural, High Socioeconomic Status",29043
4,"Mostly Rural, Mid Socioeconomic Status",29045
1,"Semi-Urban, High Socioeconomic Status",29047
8,"Rural, High Socioeconomic Status",29049
1,"Semi-Urban, High Socioeconomic Status",29051
4,"Mostly Rural, Mid Socioeconomic Status",29053
4,"Mostly Rural, Mid Socioeconomic Status",29055
4,"Mostly Rural, Mid Socioeconomic Status",29057
4,"Mostly Rural, Mid Socioeconomic Status",29059
4,"Mostly Rural, Mid Socioeconomic Status",29061
5,"Rural, Mid/Low Socioeconomic Status",29063
4,"Mostly Rural, Mid Socioeconomic Status",29065
4,"Mostly Rural, Mid Socioeconomic Status",29067
4,"Mostly Rural, Mid Socioeconomic Status",29069
8,"Rural, High Socioeconomic Status",29071
4,"Mostly Rural, Mid Socioeconomic Status",29073
8,"Rural, High Socioeconomic Status",29075
1,"Semi-Urban, High Socioeconomic Status",29077
4,"Mostly Rural, Mid Socioeconomic Status",29079
4,"Mostly Rural, Mid Socioeconomic Status",29081
4,"Mostly Rural, Mid Socioeconomic Status",29083
4,"Mostly Rural, Mid Socioeconomic Status",29085
8,"Rural, High Socioeconomic Status",29087
4,"Mostly Rural, Mid Socioeconomic Status",29089
4,"Mostly Rural, Mid Socioeconomic Status",29091
4,"Mostly Rural, Mid Socioeconomic Status",29093
1,"Semi-Urban, High Socioeconomic Status",29095
1,"Semi-Urban, High Socioeconomic Status",29097
1,"Semi-Urban, High Socioeconomic Status",29099
1,"Semi-Urban, High Socioeconomic Status",29101
4,"Mostly Rural, Mid Socioeconomic Status",29103
4,"Mostly Rural, Mid Socioeconomic Status",29105
4,"Mostly Rural, Mid Socioeconomic Status",29107
4,"Mostly Rural, Mid Socioeconomic Status",29109
4,"Mostly Rural, Mid Socioeconomic Status",29111
4,"Mostly Rural, Mid Socioeconomic Status",29113
4,"Mostly Rural, Mid Socioeconomic Status",29115
4,"Mostly Rural, Mid Socioeconomic Status",29117
4,"Mostly Rural, Mid Socioeconomic Status",29119
4,"Mostly Rural, Mid Socioeconomic Status",29121
4,"Mostly Rural, Mid Socioeconomic Status",29123
4,"Mostly Rural, Mid Socioeconomic Status",29125
1,"Semi-Urban, High Socioeconomic Status",29127
4,"Mostly Rural, Mid Socioeconomic Status",29129
4,"Mostly Rural, Mid Socioeconomic Status",29131
5,"Rural, Mid/Low Socioeconomic Status",29133
4,"Mostly Rural, Mid Socioeconomic Status",29135
4,"Mostly Rural, Mid Socioeconomic Status",29137
4,"Mostly Rural, Mid Socioeconomic Status",29139
4,"Mostly Rural, Mid Socioeconomic Status",29141
4,"Mostly Rural, Mid Socioeconomic Status",29143
4,"Mostly Rural, Mid Socioeconomic Status",29145
1,"Semi-Urban, High Socioeconomic Status",29147
4,"Mostly Rural, Mid Socioeconomic Status",29149
8,"Rural, High Socioeconomic Status",29151
4,"Mostly Rural, Mid Socioeconomic Status",29153
2,"Semi-Urban, Mid/Low Socioeconomic Status",29155
8,"Rural, High Socioeconomic Status",29157
4,"Mostly Rural, Mid Socioeconomic Status",29159
1,"Semi-Urban, High Socioeconomic Status",29161
5,"Rural, Mid/Low Socioeconomic Status",29163
1,"Semi-Urban, High Socioeconomic Status",29165
4,"Mostly Rural, Mid Socioeconomic Status",29167
5,"Rural, Mid/Low Socioeconomic Status",29169
8,"Rural, High Socioeconomic Status",29171
8,"Rural, High Socioeconomic Status",29173
4,"Mostly Rural, Mid Socioeconomic Status",29175
4,"Mostly Rural, Mid Socioeconomic Status",29177
4,"Mostly Rural, Mid Socioeconomic Status",29179
4,"Mostly Rural, Mid Socioeconomic Status",29181
1,"Semi-Urban, High Socioeconomic Status",29183
4,"Mostly Rural, Mid Socioeconomic Status",29185
8,"Rural, High Socioeconomic Status",29186
4,"Mostly Rural, Mid Socioeconomic Status",29187
1,"Semi-Urban, High Socioeconomic Status",29189
1,"Semi-Urban, High Socioeconomic Status",29195
4,"Mostly Rural, Mid Socioeconomic Status",29197
4,"Mostly Rural, Mid Socioeconomic Status",29199
4,"Mostly Rural, Mid Socioeconomic Status",29201
4,"Mostly Rural, Mid Socioeconomic Status",29203
4,"Mostly Rural, Mid Socioeconomic Status",29205
4,"Mostly Rural, Mid Socioeconomic Status",29207
4,"Mostly Rural, Mid Socioeconomic Status",29209
4,"Mostly Rural, Mid Socioeconomic Status",29211
4,"Mostly Rural, Mid Socioeconomic Status",29213
4,"Mostly Rural, Mid Socioeconomic Status",29215
4,"Mostly Rural, Mid Socioeconomic Status",29217
8,"Rural, High Socioeconomic Status",29219
4,"Mostly Rural, Mid Socioeconomic Status",29221
4,"Mostly Rural, Mid Socioeconomic Status",29223
4,"Mostly Rural, Mid Socioeconomic Status",29225
8,"Rural, High Socioeconomic Status",29227
4,"Mostly Rural, Mid Socioeconomic Status",29229
2,"Semi-Urban, Mid/Low Socioeconomic Status",29510
8,"Rural, High Socioeconomic Status",30001
7,"Rural, American Indian",30003
7,"Rural, American Indian",30005
8,"Rural, High Socioeconomic Status",30007
8,"Rural, High Socioeconomic Status",30009
8,"Rural, High Socioeconomic Status",30011
1,"Semi-Urban, High Socioeconomic Status",30013
8,"Rural, High Socioeconomic Status",30015
1,"Semi-Urban, High Socioeconomic Status",30017
8,"Rural, High Socioeconomic Status",30019
8,"Rural, High Socioeconomic Status",30021
8,"Rural, High Socioeconomic Status",30023
8,"Rural, High Socioeconomic Status",30025
8,"Rural, High Socioeconomic Status",30027
4,"Mostly Rural, Mid Socioeconomic Status",30029
1,"Semi-Urban, High Socioeconomic Status",30031
8,"Rural, High Socioeconomic Status",30033
7,"Rural, American Indian",30035
4,"Mostly Rural, Mid Socioeconomic Status",30037
4,"Mostly Rural, Mid Socioeconomic Status",30039
1,"Semi-Urban, High Socioeconomic Status",30041
8,"Rural, High Socioeconomic Status",30043
8,"Rural, High Socioeconomic Status",30045
4,"Mostly Rural, Mid Socioeconomic Status",30047
1,"Semi-Urban, High Socioeconomic Status",30049
8,"Rural, High Socioeconomic Status",30051
4,"Mostly Rural, Mid Socioeconomic Status",30053
8,"Rural, High Socioeconomic Status",30055
8,"Rural, High Socioeconomic Status",30057
4,"Mostly Rural, Mid Socioeconomic Status",30059
4,"Mostly Rural, Mid Socioeconomic Status",30061
1,"Semi-Urban, High Socioeconomic Status",30063
4,"Mostly Rural, Mid Socioeconomic Status",30065
4,"Mostly Rural, Mid Socioeconomic Status",30067
8,"Rural, High Socioeconomic Status",30069
4,"Mostly Rural, Mid Socioeconomic Status",30071
4,"Mostly Rural, Mid Socioeconomic Status",30073
8,"Rural, High Socioeconomic Status",30075
5,"Rural, Mid/Low Socioeconomic Status",30077
4,"Mostly Rural, Mid Socioeconomic Status",30079
4,"Mostly Rural, Mid Socioeconomic Status",30081
8,"Rural, High Socioeconomic Status",30083
7,"Rural, American Indian",30085
7,"Rural, American Indian",30087
4,"Mostly Rural, Mid Socioeconomic Status",30089
8,"Rural, High Socioeconomic Status",30091
1,"Semi-Urban, High Socioeconomic Status",30093
8,"Rural, High Socioeconomic Status",30095
8,"Rural, High Socioeconomic Status",30097
8,"Rural, High Socioeconomic Status",30099
5,"Rural, Mid/Low Socioeconomic Status",30101
8,"Rural, High Socioeconomic Status",30103
8,"Rural, High Socioeconomic Status",30105
4,"Mostly Rural, Mid Socioeconomic Status",30107
8,"Rural, High Socioeconomic Status",30109
1,"Semi-Urban, High Socioeconomic Status",30111
1,"Semi-Urban, High Socioeconomic Status",31001
8,"Rural, High Socioeconomic Status",31003
8,"Rural, High Socioeconomic Status",31005
8,"Rural, High Socioeconomic Status",31007
8,"Rural, High Socioeconomic Status",31009
8,"Rural, High Socioeconomic Status",31011
1,"Semi-Urban, High Socioeconomic Status",31013
8,"Rural, High Socioeconomic Status",31015
8,"Rural, High Socioeconomic Status",31017
1,"Semi-Urban, High Socioeconomic Status",31019
